,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
USP42,1.4722764,0.13906807,0.05144328,0.23094863,-0.058585405,0.027161837,-0.0129029155,0.0009864569,0.0048816204,-0.059479475,-0.013451278,-0.15473813,0.050225854,-0.08484274,-0.63212067,0.0022485852,-0.107735395,0.15786886,-0.025488436,-0.28049946
USP44,1.141429,-0.36002398,0.21192133,0.45996606,-0.04465878,0.1408875,0.023803115,0.095549226,0.011634827,-0.1804918,-0.056818128,-0.11938214,0.24615824,0.018593669,-0.5455643,0.035446882,-0.16857982,0.026878715,-0.10062456,-0.23382008
USP45,1.1946917,-0.08351207,0.34362674,0.2824664,-0.086677074,-0.29732883,0.016087294,0.19399524,-0.007176399,-0.14310777,0.03771186,-0.14144182,-0.014650822,0.108498335,-0.27263165,0.0027894974,0.006875396,-0.06888509,0.030487776,-0.17319024
USP46,1.5462563,0.088098645,0.09133816,0.46001673,-0.113764405,-0.063595176,0.0033438206,0.04416704,0.007522106,-0.18537343,-0.07147193,0.010418892,-0.073841214,0.14849901,0.12320876,-0.0022619963,0.062298775,-0.25910735,0.02322197,-0.42198896
USP47,0.9736866,-0.19648671,0.10115653,0.12003034,-0.074873865,-0.3452137,0.021517277,-0.032791495,-0.018902123,0.041158497,-0.012886524,-0.22182465,0.28322786,0.2611205,-0.7844791,0.03451556,0.004823506,-0.081305206,0.008772314,-0.4423529
USP48,0.9459689,0.012250245,-0.015632808,0.14307797,0.14652461,-0.79229474,0.039616227,0.13174415,-0.010859966,0.11458248,0.09572953,0.08165687,0.00577718,0.011578202,-0.61253756,0.017687678,0.16992241,-0.16130805,0.05888045,-0.16137809
USP49,1.0227293,0.32271743,-0.0246346,-0.05199015,0.43270588,-0.11461377,-0.00047683716,0.0047147274,0.03505647,0.18831193,0.24018884,0.055599213,0.11403859,0.023329258,-0.75579304,-0.016343594,0.09192526,0.000885129,0.21178722,-0.074869394
USP5,1.0889292,-0.0131726265,-0.08253455,0.16775727,-0.24956465,0.18680692,-0.024169683,-0.17875433,-0.01501441,-0.31571984,-0.14480352,0.08607507,0.03374815,0.19382536,0.60732067,-0.01270473,-0.12292266,-0.73877573,-0.06791055,-0.24249852
USP53,1.367572,-0.35328716,0.32019913,0.41222572,0.11482239,-0.25895536,0.06913841,0.1898408,-0.02257824,-0.078982115,0.19399226,-0.12436211,-0.006735325,-0.1491487,-0.4115209,0.0039696693,0.045982003,0.37366748,0.085785985,-0.27917027
USP54,1.1442304,-0.09846091,0.23360848,0.38765073,0.009995699,0.30646324,-0.0031113625,0.074243546,-0.03991127,-0.09988546,0.16762614,0.0051677227,-0.08493662,-0.12834668,-0.017213821,-0.04784465,-0.024873018,-0.6049335,-0.019776821,-0.1963079
USP6NL,0.78133047,0.0053972006,0.3035605,0.34999847,-0.0022053719,-0.039336085,0.0014871359,0.17533302,0.038701296,-0.39708614,0.24336874,-0.12699366,0.14237165,0.0643909,-0.8223623,-0.10043383,-0.08331537,0.049823523,-0.034296513,-0.4646361
USP7,0.63101053,0.0531435,-0.07317662,-0.056380033,-0.029319525,0.0644207,-0.027257204,0.109541416,0.04106164,-0.029736757,-0.14921427,-0.14566779,0.040358305,0.49145222,-0.7384658,0.092703104,-0.068455935,-0.5394101,0.027751923,-0.29196143
USP8,0.6030947,-0.042799115,0.040218234,-0.024324656,-0.007873774,-0.5763769,0.010818243,0.15794337,0.019031763,-0.08215904,0.07953048,-0.12117624,0.032040477,0.013962388,-1.0927886,0.014653802,0.15217662,-0.0016510487,0.01540184,-0.20688176
USP9X,0.4981041,0.26003122,-0.32180846,-0.500983,0.24494529,-0.63712597,0.014001131,-0.12858808,-0.0027179718,0.2129674,-0.04390478,0.050860643,-0.010207295,0.05506277,-0.8163333,0.04698336,0.18076599,0.32258928,0.072169304,0.024729967
USP9Y,0.5387321,-0.07054955,0.09114593,0.19009113,-0.077842176,0.047965348,-0.008957088,0.18119961,-0.019034743,0.08818358,-0.06490499,-0.06722957,-0.04004985,-0.0604257,-0.103507936,-0.007504225,-0.028824806,-0.043548644,0.028532743,0.008945167
USPL1,1.5466988,0.2019465,0.056242943,0.1484394,-0.06439686,-0.0762105,0.012123585,-0.06528497,-0.029075146,0.0064194202,-0.057578087,0.16688108,0.16118288,0.076276064,0.099641085,0.0075101852,-0.07132292,0.5151987,0.02310872,0.013911724
UST,1.1871815,-0.10261536,0.030744076,0.34617186,-0.23626089,0.012028217,0.047194958,0.096678734,-0.030624866,-0.3507018,-0.021922588,0.14748573,0.041890144,-0.09317398,0.39616823,-0.033152103,-0.08225441,-0.19233227,-0.0013113022,-0.17604828
UTP11,0.21344125,-0.05069375,0.46413988,0.09895861,-0.057932734,-0.60213506,0.017926097,-0.07049739,0.00029057264,-0.41085482,0.015711784,0.06271601,0.1649797,0.29850602,-0.1639381,0.0042364,0.013113022,-0.39626658,-0.024820864,-0.05364269
UTP14A,0.80135465,-0.18242598,0.08954406,0.19401312,-0.17299652,-0.24701953,-0.0017464161,-0.15172362,0.012010336,-0.29746294,-0.11214614,0.08997321,0.09166598,0.15586019,0.48266053,-0.010120869,-0.14256835,-0.6467402,-0.07421374,-0.19975305
UTP15,1.1815339,-0.07286966,0.36450028,0.266397,-0.22499263,-0.08376241,-0.041419268,-0.23089945,0.02990067,-0.68968236,-0.109896064,-0.12620986,0.13818443,0.14484823,-0.37295818,0.017243624,-0.14727116,-0.38022697,-0.11611879,-0.06504953
UTP18,0.5410433,-0.06145984,0.52245706,0.33407062,0.048083067,-0.7146165,0.039465725,-0.21132529,0.026720762,-0.3198251,-0.04581064,-0.25335252,0.18740147,0.0390172,-0.07932335,0.06068945,-0.017535686,-0.68716407,-0.07626712,-0.07851124
UTP20,1.4680445,0.011068583,-0.1032576,0.37285388,-0.2476871,0.20250678,-0.016477704,-0.03567487,-0.0146359205,-0.14769435,-0.22350997,0.030632317,-0.2193451,0.10087788,-0.119277835,0.02578795,-0.18324554,-0.47646463,-0.08881986,-0.20537078
UTP23,0.9893775,0.015676022,0.18141866,0.25072098,0.013571978,-0.21098852,0.012844801,-0.05107522,0.009095669,-0.40343404,-0.033414364,-0.15190244,-0.047802925,0.064235926,-0.77013373,-0.00020861626,-0.11022091,-0.13545156,-0.16278028,-0.24539232
UTP25,1.2395546,-0.21376461,0.085145235,0.18188953,-0.31162202,-0.2482593,-0.05939603,-0.041639805,-0.006298721,-0.26582032,-0.10373443,0.057403743,-0.053443015,0.03233254,0.09776056,0.03141612,0.022745132,-0.6725952,-0.06881058,-0.17770529
UTP3,0.5766481,0.100815296,0.21737814,0.08382499,-0.37192404,-0.4878968,0.018566847,-0.041681528,0.04001856,-0.5509585,-0.08916557,-0.13186932,0.027775764,0.013720989,-0.28663278,0.0418514,-0.040650368,-0.69039166,-0.10588169,-0.24673343
UTP4,1.259318,-0.05710125,0.14534593,0.25286674,-0.01873672,0.03579259,-0.024577975,-0.2119571,0.0046133995,-0.1745835,-0.039166212,0.042125583,0.10494888,0.23649186,0.78403354,-0.028906763,-0.10237396,-0.35048723,0.03273487,-0.2309233
UTP6,0.79758465,-0.08786619,0.1912415,0.48508197,-0.23149997,-0.63295513,-0.00397861,0.16444027,0.014299154,-0.52908957,-0.08703619,0.1926899,-0.2228409,-0.08227825,-0.20470917,0.016541779,-0.08332878,-0.41139126,-0.05813837,-0.021348894
UTRN,1.5920997,0.11122525,-0.03066063,0.022542477,-0.18304586,0.1284182,0.005212426,-0.065124035,-0.006455183,-0.22661984,-0.13397038,0.10740161,0.16060472,0.2413243,-0.14286041,0.018271804,-0.10629892,0.17049909,0.077834725,-0.062158704
UTS2,-0.69212914,0.13005733,-0.067293644,0.071311,-0.01386404,-0.7672429,-0.0038862228,-0.16579628,-0.051617622,-0.069236755,-0.13661385,0.102710724,-0.34983158,-0.28117895,0.117731094,-0.005173683,-0.11126995,-0.32738447,-0.07023811,-0.04105568
UTY,0.2473101,-0.038369,-0.043547153,0.07366985,0.057159364,-0.03733784,-0.0054493546,0.04591793,-0.034181774,0.1599744,-0.04195124,-0.0022649765,-0.07032901,-0.049200654,-0.029470026,-0.015386939,-0.009261072,0.02514273,0.0053688884,0.05222112
UVRAG,1.1301041,0.15267134,-0.24548769,0.050759315,-0.035071373,-0.025808811,0.015199184,-0.33257008,0.010287762,-0.22224188,0.03503561,-0.0104904175,0.154078,-0.023078918,0.111973286,-0.028508902,0.026685,-0.004976988,-0.01886487,-0.34392476
UVSSA,0.82883835,0.25070906,0.019741058,-0.29208362,0.23556352,-0.17839372,0.046890974,0.100943446,-0.027436018,0.018134713,0.09620786,-0.046285987,-0.28302372,-0.3884226,-0.7556498,0.059735775,-0.042065978,-0.26742816,0.12834072,0.35292804
UXS1,1.1759043,-0.008511543,-0.06331205,0.56407154,-0.05711913,-0.28681308,-0.003989041,0.013554096,-0.018717349,-0.364241,-0.011952221,0.05196929,-0.018040836,-0.051681697,-0.05019903,-0.018133223,-0.0017613173,-0.48517436,-0.013230741,-0.5186036
UXT,0.17425343,-0.05568117,0.4486829,0.33733547,0.17066598,-0.2974443,-0.0009022653,0.025223196,0.009012967,-0.16931966,0.0009402633,0.09088591,0.07324889,-0.075066835,0.8469969,0.011762232,-0.19482747,-0.49154127,0.08557513,0.17005801
VAC14,0.98000765,0.290668,-0.06608963,-0.051912665,-0.33228695,0.071421266,0.0010728836,-0.16930997,0.012636185,-0.28125048,-0.14899075,0.115939975,-0.014615059,0.23351014,0.54117143,0.016409159,-0.0053554773,-1.012674,-0.090289116,-0.13266206
VAMP1,0.5790889,0.23005605,0.075918436,-0.07579327,-0.10718405,-0.34254193,0.070017576,0.26702583,-0.0071942806,0.25753677,0.024223328,-0.08095503,-0.22984147,-0.20744205,-0.21501184,-0.01219213,0.035721064,-0.29669404,-0.041675568,-0.11340976
VAMP2,1.1112332,0.20635128,-0.30729473,-0.41290522,0.23353994,0.3657639,-0.022801757,-0.41676164,-0.028762221,0.085514784,0.0130832195,0.062671304,-0.1873225,-0.10474324,0.62259734,-0.04117787,-0.22627711,0.18291175,-0.02759993,0.14158785
VAMP3,-0.47989488,0.059260428,-0.06779283,-0.3208831,0.33163726,-0.3473118,0.021909177,-0.42571723,0.062550604,0.042301416,0.10779798,-0.19981414,0.30180365,-0.07568002,-0.67112595,0.010253489,0.0035434961,-0.19128919,-0.040769577,-0.15385449
VAMP4,0.8850008,-0.09378642,0.40439367,0.33937544,0.031653047,-0.42350888,0.0035017729,0.010852516,0.028726459,-0.24829805,0.013408065,-0.13057739,0.16850084,0.004811585,-0.6335482,0.016200542,-0.07123351,-0.08291453,-0.02990365,-0.23827702
VAMP5,-0.22526681,0.37762523,0.40054023,0.02644658,0.07331967,-0.27626157,-0.0062555075,-0.047194958,0.09145737,-0.43959618,-0.110930204,0.12558699,0.14230907,0.16773939,0.43828487,0.040328503,-0.1031667,-0.5648911,0.10766983,0.32083988
VAMP7,0.093868,-0.16518459,0.11467449,0.18816143,0.057357177,-0.5081415,-0.008964911,-0.016208738,0.071863085,-0.18863454,0.00046603382,-0.13610087,0.43281057,0.0560686,-0.8539025,0.02688244,0.17158873,0.032373518,-0.00081025064,-0.26814753
VAMP8,-0.2711907,0.13193041,0.5194619,0.31974763,0.11603385,-0.630115,0.002323091,0.0404343,0.010411441,-0.5268842,-0.056807697,0.13570786,0.18794835,0.0037431717,0.543797,0.0035464764,-0.033332407,-0.5125925,0.042825937,0.24052113
VANGL1,1.1934459,-0.17166138,-0.0690341,0.25921464,-0.18704534,0.004899502,0.0041663647,-0.13895035,-0.038415194,-0.4925847,-0.0282228,0.110548735,0.23131967,0.2160132,-0.072437525,-0.0064969063,-0.008130074,-0.072556734,-0.064480305,-0.21933913
VAPA,-0.4744172,-0.084900856,-0.027632713,-0.49260855,0.3481865,-0.9069979,0.036233664,-0.14082193,0.028955936,0.2314508,0.09725094,-0.11001229,0.2805233,0.06173253,-0.57035685,0.0364244,0.22483468,0.1832068,0.08452535,0.06458163
VAPB,0.5499661,0.11879504,-0.13174415,-0.30595958,0.21025985,-0.82196593,-0.0053972006,-0.18953681,-0.03992915,0.016131997,0.012362003,-0.15360713,-0.17241836,-0.14275312,-0.69483817,0.021141768,0.14953017,-0.26043653,-0.07831752,-0.1241982
VARS2,1.1409715,-0.049887598,-0.09242743,0.120446086,-0.029309094,0.046287477,0.003530085,0.09995699,-0.019618869,0.020505488,-0.07382929,0.29016435,0.1064688,0.07017851,0.6364122,-0.029616058,-0.056518614,-0.44048876,-0.022432208,0.016602874
VASH1,0.47630668,0.2798319,-0.058215857,-0.100785494,-0.34261048,-0.17143488,-0.03324151,-0.18542707,0.025779009,-0.6762296,-0.026404858,0.048732758,0.13338923,-0.22235811,0.16109943,-0.051015615,0.0728488,-0.46709478,-0.0132501125,0.02450943
VASP,-0.38865805,0.07613897,-0.16440749,-0.52971244,-0.03941059,-0.5680531,0.02002716,-0.41146278,0.0110298395,0.1922518,0.12413859,-0.15946329,-0.18966198,-0.30505657,-0.068730116,0.018370152,0.10675192,-0.49119592,-0.0062525272,-0.06381273
VAT1,0.18789172,0.079894066,0.07734299,0.2914369,0.39802194,0.16517043,0.009328127,-0.01154542,0.030773878,0.28929114,0.09351373,0.05375743,0.5090773,0.19194484,0.6103039,-0.004929304,-0.0055015087,-0.4287958,0.12828708,-0.35135746
VAV1,-0.26013553,0.0718534,-0.22561848,-0.48742443,-0.11588037,-0.8509621,0.043213367,-0.16117394,0.019936264,0.13001263,0.08099377,-0.0016376376,-0.16182959,-0.020848215,-0.005194545,0.021904707,0.24617165,-0.5295828,0.017733872,-0.063967705
